25, 6
12, 71
45, 7
32, 0
1, 25
22, 25
17, 71
12, 38
5, 30
2061, 3
25, 18
10, 36
18, 2052
2, 25
13, 25
0, 34
13, 51
18, 131095
9, 130
12, 32776
36, 6
0, 1024
1, 32
42, 10
0, 131072
15, 25
4, 50
3, 16777220
1, 524292
32, 0
29, 6
15, 132
17, 27
6, 134
520, 10
513, 4
13, 522
131072, 0
8, 520
0, 534
2049, 0
262144, 12
25, 10
14, 527
23, 1044
0, 32
12, 78
1, 32
129, 10
18, 146
26, 18
14, 25
25, 14
26, 15
2, 136
9, 33
32, 0
25, 22
7, 524288
3, 32
23, 55
13, 27
8, 34
8, 520
49, 15
8, 33
0, 66
128, 0
4, 32
23, 4119
0, 128
25, 2
4, 32
143, 8
0, 524288
10, 8206
5, 32770
3, 32
8197, 1
75, 15
15, 26
30, 15
33, 4
0, 4194306
13, 25
37, 6
525, 4
6, 16385
64, 9
25, 12
0, 262144
26, 7
0, 16777216
7, 256
27, 10
2, 32771
44, 0
25, 19
16, 25
17, 26
3, 30
10, 32790
11, 39
