25, 20
25, 21
25, 15
12, 25
11, 26
25, 18
25, 16
25, 19
26, 10
17, 26
25, 23
25, 22
15, 25
25, 16
26, 24
23, 25
25, 23
25, 13
25, 15
17, 26
17, 26
25, 18
20, 25
18, 25
25, 12
25, 21
25, 13
25, 19
10, 25
17, 25
19, 25
22, 25
14, 25
14, 25
26, 20
25, 15
22, 25
26, 24
25, 16
12, 26
12, 25
25, 21
13, 25
25, 9
26, 10
25, 14
25, 8
16, 25
22, 25
25, 22
26, 15
25, 21
25, 12
16, 25
18, 25
12, 26
25, 24
24, 26
25, 22
18, 25
25, 16
25, 18
25, 10
7, 25
25, 23
26, 17
25, 17
23, 25
26, 18
26, 22
25, 24
21, 25
25, 14
26, 24
23, 27
25, 13
23, 25
25, 19
25, 23
23, 25
20, 25
27, 13
25, 18
15, 25
25, 20
20, 25
25, 16
24, 25
17, 26
18, 26
25, 19
25, 18
25, 13
13, 26
22, 25
25, 19
25, 17
25, 19
25, 22
25, 19
