25, 21
19, 26
19, 25
34, 16
21, 27
27, 3
20, 25
16, 25
21, 27
40, 16
71, 5
14, 27
4, 70
5, 25
4, 25
27, 14
5, 25
27, 17
25, 14
16, 27
55, 7
26, 23
3, 26
7, 25
19, 25
9, 25
21, 25
6, 28
25, 12
16, 35
25, 24
19, 29
25, 13
69, 3
26, 3
14, 25
3, 39
21, 25
25, 20
26, 4
25, 16
136, 6
25, 19
7, 48
16, 25
28, 12
17, 29
24, 38
25, 17
9, 84
42, 5
18, 25
19, 25
41, 20
36, 5
26, 17
6, 134
17, 25
25, 23
27, 21
9, 25
28, 10
11, 25
25, 12
10, 27
7, 26
25, 24
47, 14
15, 49
12, 26
25, 10
1, 71
27, 8
24, 85
14, 25
15, 25
11, 25
30, 18
25, 23
36, 8
7, 25
16, 25
17, 25
14, 31
25, 17
15, 25
23, 31
45, 24
25, 20
0, 45
9, 33
6, 25
21, 39
128, 1
25, 12
27, 13
9, 26
6, 31
7, 74
7, 30
13, 30
14, 25
9, 37
19, 26
5, 25
26, 21
18, 31
16, 28
8, 25
2, 25
11, 25
9, 30
22, 25
25, 9
17, 27
12, 25
6, 27
3, 35
10, 26
1, 259
5, 67
27, 22
21, 25
13, 25
25, 9
7, 28
24, 25
31, 23
18, 27
25, 11
25, 15
24, 28
19, 25
26, 9
25, 13
12, 25
7, 25
20, 27
14, 27
25, 8
22, 30
29, 10
26, 9
23, 27
27, 9
25, 14
16, 25
22, 27
14, 25
7, 30
49, 5
24, 25
6, 25
15, 25
7, 27
24, 25
26, 4
50, 10
11, 26
23, 25
26, 6
11, 26
11, 26
83, 23
7, 29
19, 28
5, 25
12, 25
2, 25
27, 14
5, 25
22, 25
13, 34
25, 11
15, 32
10, 27
72, 20
25, 23
5, 25
26, 11
7, 25
25, 6
25, 19
25, 15
21, 25
15, 25
26, 18
25, 13
25, 13
30, 7
25, 21
25, 5
22, 25
25, 12
7, 25
15, 25
17, 32
23, 25
1, 25
11, 27
25, 5
10, 25
25, 23
8, 25
18, 26
10, 25
25, 11
25, 7
25, 7
33, 12
7, 28
19, 27
23, 36
9, 25
26, 8
10, 25
6, 44
10, 25
12, 25
17, 25
16, 25
10, 25
14, 27
24, 25
32, 20
25, 18
11, 26
13, 26
26, 20
24, 25
25, 6
