26, 13
13, 25
27, 20
22, 25
15, 25
18, 26
19, 26
12, 28
25, 14
28, 23
16, 26
25, 24
16, 25
18, 26
17, 26
25, 16
25, 22
10, 26
9, 26
25, 14
17, 25
25, 20
26, 16
6, 28
20, 26
24, 27
26, 20
20, 25
25, 22
20, 26
21, 25
8, 26
11, 26
13, 26
10, 26
9, 25
30, 23
20, 26
22, 26
25, 24
7, 26
25, 12
19, 26
17, 26
21, 26
25, 10
27, 14
25, 14
25, 14
28, 19
25, 18
15, 28
25, 16
22, 26
25, 16
20, 26
9, 26
16, 25
19, 25
25, 14
14, 26
22, 26
25, 22
11, 26
25, 24
26, 17
21, 26
23, 26
25, 18
25, 18
20, 26
13, 26
25, 22
27, 18
23, 25
26, 23
20, 28
16, 26
21, 25
19, 26
26, 8
13, 28
21, 25
25, 14
13, 26
25, 22
13, 26
5, 25
25, 24
17, 26
27, 18
25, 20
25, 14
11, 26
26, 22
18, 25
21, 25
17, 26
5, 26
26, 24
25, 17
21, 26
25, 10
24, 25
20, 28
25, 18
15, 25
25, 22
17, 26
25, 14
23, 26
20, 26
14, 28
13, 25
8, 26
20, 26
25, 16
26, 21
25, 22
15, 26
15, 26
17, 25
20, 26
25, 14
26, 15
15, 28
3, 26
25, 6
17, 25
25, 24
25, 20
8, 25
22, 25
19, 26
25, 22
9, 26
5, 26
25, 14
8, 26
27, 24
8, 25
20, 25
22, 26
20, 26
25, 19
25, 18
19, 26
25, 10
25, 18
25, 18
11, 25
25, 20
24, 26
18, 28
17, 26
26, 13
20, 26
14, 26
18, 26
18, 26
26, 15
21, 25
14, 25
7, 26
26, 21
20, 26
25, 20
24, 25
21, 25
15, 28
24, 25
25, 24
27, 16
7, 25
25, 16
5, 26
27, 16
26, 12
27, 20
25, 22
12, 26
19, 26
10, 25
18, 26
9, 25
28, 20
12, 26
9, 28
25, 12
18, 26
14, 26
11, 26
10, 26
21, 25
19, 26
25, 18
25, 24
27, 20
9, 25
20, 25
13, 26
25, 14
7, 25
26, 11
14, 26
26, 20
26, 22
25, 17
17, 26
16, 26
25, 22
18, 28
24, 25
22, 26
15, 26
25, 10
11, 26
25, 8
13, 26
25, 20
21, 25
14, 26
25, 20
26, 16
25, 8
16, 25
20, 26
10, 25
25, 18
14, 25
21, 25
26, 22
20, 26
16, 26
26, 15
15, 25
18, 26
18, 25
25, 18
25, 15
25, 14
18, 26
13, 26
25, 15
25, 18
21, 25
18, 26
14, 25
26, 24
27, 18
15, 26
26, 24
13, 25
16, 25
25, 22
4, 25
26, 8
15, 26
25, 14
20, 26
23, 26
7, 26
8, 25
21, 25
10, 26
20, 26
6, 26
25, 24
24, 25
12, 26
15, 25
22, 26
12, 26
20, 26
25, 24
24, 25
9, 26
26, 14
6, 25
25, 18
6, 25
25, 16
16, 26
15, 26
22, 26
28, 20
25, 20
17, 26
17, 25
26, 16
25, 10
26, 24
25, 14
9, 25
26, 15
26, 24
26, 24
18, 26
26, 13
21, 26
25, 10
25, 14
25, 14
25, 20
16, 26
25, 10
26, 24
6, 26
17, 25
8, 25
13, 25
25, 16
14, 26
18, 25
21, 25
22, 26
12, 26
17, 28
13, 25
19, 26
19, 26
9, 26
26, 20
16, 25
14, 28
26, 23
28, 24
26, 16
13, 26
26, 24
9, 28
27, 18
11, 25
11, 26
15, 26
2, 26
24, 26
17, 25
25, 24
25, 24
19, 26
25, 16
16, 26
17, 26
25, 17
26, 22
25, 18
25, 12
25, 12
25, 20
25, 23
25, 22
25, 22
26, 13
5, 26
19, 25
9, 26
18, 26
25, 21
21, 28
25, 24
12, 25
10, 26
26, 18
27, 24
25, 12
25, 12
24, 26
2, 26
28, 14
22, 26
25, 14
27, 6
12, 25
27, 14
9, 25
25, 23
16, 26
25, 16
24, 26
26, 20
26, 14
19, 25
24, 27
28, 23
8, 25
20, 28
14, 25
20, 25
19, 25
18, 25
15, 26
11, 28
23, 26
24, 26
23, 25
26, 11
13, 25
22, 25
19, 26
25, 20
25, 22
24, 28
22, 26
15, 25
17, 25
14, 26
25, 11
25, 16
26, 21
21, 26
28, 16
26, 12
25, 17
3, 25
13, 28
25, 14
25, 10
19, 25
25, 18
19, 25
14, 26
24, 26
15, 26
17, 26
17, 25
15, 26
18, 28
25, 22
27, 18
25, 20
25, 10
12, 26
16, 26
6, 25
15, 26
27, 20
28, 24
15, 26
25, 20
25, 18
12, 26
23, 26
27, 12
21, 26
22, 25
16, 26
21, 28
25, 16
5, 25
21, 26
10, 26
23, 26
5, 25
13, 26
26, 14
25, 16
16, 25
10, 26
25, 21
26, 18
26, 20
27, 22
14, 26
25, 16
22, 26
7, 25
10, 26
27, 24
26, 20
25, 4
14, 25
19, 28
15, 25
15, 26
26, 14
25, 22
17, 26
30, 21
25, 24
25, 18
5, 26
13, 26
21, 25
18, 26
22, 26
23, 26
17, 25
25, 24
26, 11
14, 26
25, 24
13, 26
25, 20
3, 25
9, 26
21, 25
25, 20
7, 26
25, 24
26, 19
25, 18
25, 21
25, 8
25, 8
20, 25
17, 26
25, 6
11, 26
14, 25
22, 26
15, 26
24, 25
25, 22
16, 25
28, 23
25, 10
15, 26
14, 26
26, 18
25, 18
18, 26
19, 26
23, 26
15, 26
23, 28
26, 12
19, 26
11, 26
27, 20
27, 14
25, 22
25, 20
25, 18
13, 25
9, 25
22, 26
6, 26
12, 26
28, 15
25, 14
26, 21
18, 25
25, 14
25, 19
20, 25
19, 26
4, 26
13, 26
15, 26
18, 25
25, 24
25, 16
15, 26
24, 25
25, 22
25, 14
26, 17
25, 12
25, 20
26, 2
25, 14
20, 26
2, 26
10, 26
25, 16
7, 25
26, 10
6, 26
25, 24
25, 10
19, 26
21, 26
21, 28
4, 25
25, 22
16, 26
15, 25
25, 20
2, 25
16, 25
26, 24
22, 25
20, 28
2, 25
17, 26
25, 22
25, 12
20, 26
28, 19
23, 25
9, 26
24, 26
7, 26
17, 26
20, 26
14, 26
23, 26
16, 26
22, 26
24, 25
26, 17
26, 17
19, 25
25, 7
25, 18
25, 19
0, 25
23, 25
10, 25
27, 19
12, 25
17, 25
20, 26
14, 25
26, 18
24, 25
21, 25
25, 20
25, 22
9, 25
16, 25
25, 20
26, 23
14, 25
25, 14
25, 22
26, 20
25, 18
21, 25
18, 25
20, 25
25, 15
25, 21
25, 19
25, 16
24, 26
16, 26
25, 19
25, 24
25, 20
15, 25
25, 10, 2.9266448377525114, -0.5285450299963088
26, 20, 2.9266448377525114, -0.5285450299963088
1, 25, 2.9266448377525114, -0.5285450299963088
26, 15, 2.9266448377525114, -0.5285450299963088
25, 21, 1.9463449115033733, 0.7378985318441345
25, 10, 1.9463449115033733, 0.7378985318441345
23, 26, 1.9463449115033733, 0.7378985318441345
26, 20, 1.9463449115033733, 0.7378985318441345
25, 14, 1.9964078079281795, -1.5732967238286022
26, 16, 1.9964078079281795, -1.5732967238286022
6, 26, 1.9964078079281795, -1.5732967238286022
25, 16, 1.9964078079281795, -1.5732967238286022
18, 25, 2.799322624620204, -1.869275056526994
12, 26, 2.799322624620204, -1.869275056526994
26, 14, 2.799322624620204, -1.869275056526994
27, 18, 2.799322624620204, -1.869275056526994
25, 16, 1.9798503702735541, 0.2552265749684959
26, 11, 1.9798503702735541, 0.2552265749684959
21, 26, 1.9798503702735541, 0.2552265749684959
26, 14, 1.9798503702735541, 0.2552265749684959
7, 26, 1.6298308582970984, -0.086919836766848
25, 18, 1.6298308582970984, -0.086919836766848
25, 14, 1.6298308582970984, -0.086919836766848
25, 14, 1.6298308582970984, -0.086919836766848
25, 18, 2.39470112859345, 0.4541681594817626
20, 26, 2.39470112859345, 0.4541681594817626
25, 22, 2.39470112859345, 0.4541681594817626
25, 22, 2.39470112859345, 0.4541681594817626
25, 18, 3.3258680833202794, 0.34704380972545223
20, 26, 3.3258680833202794, 0.34704380972545223
23, 26, 3.3258680833202794, 0.34704380972545223
14, 25, 3.3258680833202794, 0.34704380972545223
26, 21, 1.8170011316338996, -1.419397316477934
25, 17, 1.8170011316338996, -1.419397316477934
25, 14, 1.8170011316338996, -1.419397316477934
26, 18, 1.8170011316338996, -1.419397316477934
26, 10, 1.7000678176853496, -0.08512374869267081
25, 11, 1.7000678176853496, -0.08512374869267081
