30, 13
26, 20
25, 12
26, 8
26, 8
25, 2
26, 4
25, 14
25, 6
25, 0
25, 4
26, 18
26, 12
25, 6
30, 7
28, 20
26, 0
25, 14
26, 10
25, 2
26, 5
26, 12
25, 4
26, 19
28, 8
25, 4
26, 10
25, 10
26, 6
26, 8
26, 10
26, 8
25, 12
27, 12
25, 12
26, 6
25, 12
26, 7
26, 12
28, 5
26, 17
26, 18
25, 4
26, 2
16, 25
26, 10
25, 14
25, 6
26, 4
26, 2
25, 20
25, 6
26, 14
27, 4
26, 22
25, 18
28, 2
25, 2
26, 0
