26, 21, 3.317833352836097, -1.5643153655782858
14, 25, 3.3178335, -1.563215
25, 24, 3.3178335, -1.563215
20, 25, 3.3178335, -1.563215
11, 26, 3.3178335, -1.563215
26, 20, 2.5620634231263093, -0.4706657426643457
27, 16, 2.5620634231263093, -0.4706657426643457
10, 26, 2.5620634231263093, -0.4706657426643457
25, 20, 2.5620634231263093, -0.4706657426643457
13, 26, 2.5620634231263093, -0.4706657426643457
10, 152, 3.530380240717616, -1.7274208565823694
14, 26, 3.530380240717616, -1.7274208565823694
9, 25, 3.530380240717616, -1.7274208565823694
22, 32, 3.530380240717616, -1.7274208565823694
25, 23, 3.530380240717616, -1.7274208565823694
20, 26, 2.200045269096599, 0.6981896887367198
25, 22, 2.200045269096599, 0.6981896887367198
25, 8, 2.200045269096599, 0.6981896887367198
19, 26, 2.200045269096599, 0.6981896887367198
17, 25, 2.200045269096599, 0.6981896887367198
19, 25, 2.0569345045301413, -0.4275532835001108
25, 24, 2.0569345045301413, -0.4275532835001108
26, 20, 2.0569345045301413, -0.4275532835001108
12, 25, 2.0569345045301413, -0.4275532835001108
20, 38, 2.0569345045301413, -0.4275532835001108
8, 25, 2.9616328431231818, -1.126951724777702
14, 25, 2.9616328431231818, -1.126951724777702
26, 18, 2.9616328431231818, -1.126951724777702
9, 26, 2.9616328431231818, -1.126951724777702
27, 20, 2.9616328431231818, -1.126951724777702
26, 8, 2.946513794277779, -0.14700065478511615
26, 22, 2.946513794277779, -0.14700065478511615
27, 12, 2.946513794277779, -0.14700065478511615
27, 16, 2.946513794277779, -0.14700065478511615
18, 25, 2.946513794277779, -0.14700065478511615
19, 25, 3.08917798737365, -1.281577875539472
12, 26, 3.08917798737365, -1.281577875539472
14, 25, 3.08917798737365, -1.281577875539472
23, 38, 2.929658924519061, 0.11054668502184128
30, 10, 2.929658924519061, 0.11054668502184128
26, 23, 2.929658924519061, 0.11054668502184128
23, 26, 2.929658924519061, 0.11054668502184128
14, 28, 2.929658924519061, 0.11054668502184128
29, 14, 1.2471493391510975, 0.7171388320610115
24, 26, 1.2471493391510975, 0.7171388320610115
25, 10, 1.2471493391510975, 0.7171388320610115
26, 6, 1.2471493391510975, 0.7171388320610115
25, 12, 1.2471493391510975, 0.7171388320610115
26, 4, 3.8498771759475505, 0.47946108471546767
29, 6, 3.8498771759475505, 0.47946108471546767
25, 12, 3.8498771759475505, 0.47946108471546767
25, 19, 3.8498771759475505, 0.47946108471546767
25, 10, 3.8498771759475505, 0.47946108471546767
18, 26, 3.971189834760511, -1.9309265484287343
12, 32, 3.971189834760511, -1.9309265484287343
20, 30, 3.971189834760511, -1.9309265484287343
22, 25, 3.971189834760511, -1.9309265484287343
27, 6, 3.971189834760511, -1.9309265484287343
12, 25, 1.4277000351051874, -1.8090428663096025
14, 26, 1.4277000351051874, -1.8090428663096025
4, 44, 1.4277000351051874, -1.8090428663096025
21, 26, 1.4277000351051874, -1.8090428663096025
26, 22, 1.4277000351051874, -1.8090428663096025
22, 25, 1.8068558871160842, -1.971895055146594
