15, 25
34, 15
22, 28
26, 7
25, 13
5, 25
27, 9
21, 26
25, 19
31, 10
55, 2
25, 5
2, 34
13, 25
25, 23
10, 29
7, 32
8, 25
11, 25
12, 25
25, 4
18, 71
8, 135
4, 27
26, 19
9, 29
25, 7
25, 10
27, 24
32, 0
4, 33
25, 18
6, 38
9, 25
37, 10
26, 12
12, 25
25, 11
32, 10
15, 25
26, 11
25, 9
11, 26
16, 26
26, 17
49, 24
17, 25
24, 25
25, 15
25, 7
47, 7
18, 45
16, 30
12, 26
53, 9
13, 25
1, 37
20, 29
7, 27
2, 27
25, 24
22, 26
14, 28
27, 13
18, 26
30, 18
7, 26
4, 33
72, 9
16, 26
40, 3
18, 25
28, 12
25, 10
25, 9
28, 12
16, 25
3, 256
25, 17
7, 25
23, 29
6, 35
8, 26
25, 15
9, 29
26, 6
38, 7
25, 2
25, 20
25, 17
6, 26
38, 0
24, 32
23, 27
45, 7
23, 26
12, 38
26, 21
11, 25
16, 25
0, 32
6, 38
25, 23
7, 27
3, 27
10, 44
25, 12
5, 258
12, 26
21, 25
25, 24
17, 25
1, 28
36, 20
25, 22
13, 27
7, 38
4, 25
25, 23
10, 27
22, 26
12, 26
20, 27
25, 7
2, 32
25, 11
19, 25
14, 25
25, 17
22, 25
18, 25
7, 25
31, 16
25, 17
25, 24
10, 27
18, 25
13, 25
26, 20
25, 19
25, 10
20, 35
26, 21
25, 22
28, 23
25, 10
11, 25
28, 22
45, 13
25, 21
11, 25
25, 14
22, 54
25, 6
26, 13
14, 26
50, 15
29, 12
30, 21
27, 2
15, 28
25, 18
8, 28
139, 12
13, 25
131, 6
37, 13
15, 27
28, 7
9, 25
6, 39
30, 13
27, 4
17, 49
5, 29
6, 28
19, 25
23, 55
49, 4
25, 22
25, 13
41, 4
25, 12
27, 10
30, 11
26, 19
16, 25
26, 5
15, 25
21, 29
25, 4
25, 20
25, 13
31, 9
256, 10
25, 17
18, 25
10, 26
26, 14
24, 32
25, 22
22, 25
